4.098263378447291605e-01,1.197656890678192241e+02,5.602378441764793715e-01
3.786979763351354666e-01,2.013272393390322748e+02,9.090523551086837628e-01
3.405406836892810873e-01,2.150887717250544426e+02,8.139837323444952810e-01
1.177268598861462984e-01,1.648424230046845764e+02,8.172841904448517880e-01
2.698027032510573742e-01,1.384495158337902865e+02,7.753688202312732924e-01
9.685359607375659818e-01,7.898394275173352241e+01,8.306870812412429084e-01
4.635210434217162945e-01,2.068562479024644745e+02,8.636096040159563225e-01
3.165243514232477517e-01,1.202167243617781764e+02,5.202893076813646100e-01
4.088754033359430218e-01,6.697395024371151351e+01,8.839007265461755747e-01
6.823259480658395715e-01,1.036176797958348601e+02,7.010126280686183042e-01
8.545162941549692137e-01,2.241528630087155420e+02,6.304383231032422152e-01
4.714046804775055555e-01,1.817179932000423719e+02,9.090990626947874631e-01
3.114072083849491746e-01,1.943587683177998997e+02,5.774133799107465936e-01
1.222686792732935041e-01,2.023248420297937855e+02,5.055595476392967802e-01
1.065635083835587832e-01,1.920467035761877526e+02,6.998258928477840701e-01
2.786796298151893447e-01,1.254298424825924627e+02,8.275160607540227309e-01
1.974082526477640431e-01,1.804963686029063012e+02,7.699577360461953290e-01
7.143458490393012061e-01,1.856724763095976130e+02,7.636339471828084147e-01
7.916294031414802812e-02,8.719564878273872921e+01,6.668329326660449308e-01
1.930672371696173090e-02,2.660498499887974688e+01,8.740235961335457437e-01
4.312495872138652486e-01,7.987993024620453753e+01,5.288036287247847023e-01
6.690614495630518022e-01,3.568415643114425251e+01,6.463202228762455759e-01
1.629998739081011672e-01,1.745596041577695132e+02,8.761103868544196649e-01
1.008427135239496897e-01,2.411747545584645138e+02,5.069547308613376879e-01
3.040206530498652526e-01,2.248170629231816804e+02,8.098871905140885286e-01
8.034588776226476714e-01,1.830027658166677611e+02,9.383959900646415830e-01
1.872714386891052574e-01,1.017938894287407123e+02,7.865071765238849100e-01
4.463508739685196347e-01,1.201222918460787525e+02,7.097933803310075840e-01
6.757844946379482076e-01,5.462997337332798509e+01,9.842796362095813656e-01
5.472464442974983578e-01,1.234177722817409517e+02,9.221851988581126758e-01
2.792319473366279281e-01,1.340452121183917029e+02,6.592719743028858659e-01
1.010344807132703249e+00,1.350687799889444989e+02,5.277698038081138909e-01
4.139177215410047572e-01,1.743033407729490136e+02,8.287062606644758356e-01
1.064772366956369259e-01,2.145086425128730525e+02,7.472417951495845534e-01
8.832771084239772197e-01,7.897407579864515981e+01,7.282545483139684084e-01
4.210777503067004712e-01,2.026417241630344677e+02,6.838431108870220987e-01
7.439030313304469122e-02,2.699167302255579415e+01,6.852604656480310030e-01
9.109335536577672920e-01,1.126120221547768097e+02,6.386278432483202261e-01
1.520237545213436736e-01,1.857055915527970740e+02,5.923059637530340149e-01
2.323024971639479352e-01,6.937957752172921744e+01,7.251571375486541848e-01
9.208707327386803643e-01,1.567566577910880881e+02,9.660627702524443583e-01
1.327264271277684982e-01,1.124720658650318086e+02,9.117713982440811549e-01
6.173365929584725409e-01,7.260205096888871878e+01,8.979837990999482988e-01
4.944127004467666064e-01,1.669753191736485292e+02,6.944530656300373916e-01
7.728021511229695717e-01,1.961224041991917204e+02,8.443394622448930908e-01
8.308197861666365425e-01,1.900544553929438507e+02,6.588466965858947866e-01
2.803659031779450195e-01,1.291837869444889577e+02,9.925885837094674535e-01
8.952283909755339719e-01,1.111597654016229200e+02,9.195782008910028393e-01
1.080342904419931749e+00,3.826803433044269553e+01,6.806421440431942305e-01
1.872715279871071670e-01,7.981040869019054185e+01,8.438560128490952827e-01
1.311546926717208905e-01,7.159175267913812490e+01,8.858575403197255227e-01
5.054958490165425422e-01,9.243026318770708372e+01,5.247140288858943569e-01
9.091841937139545360e-01,1.029812318671434497e+02,9.183621437204788629e-01
7.736484155589440359e-01,1.594136200930223026e+02,9.424611815796063441e-01
